segment,country,product,discount_band,units_sold,sale_price,gross_sales,discounts,net_sales,cogs,profit,month_name,month_number,year,sale_date,exchange_rate,target_currency,net_sales_converted,profit_converted
Channel Partners,Germany,Velo,High,472.0,12.0,5664.0,623.04,5040.96,1416.0,3624.96,October,10,2014,2014-10-01,1.400848,AUD,7061.62,5078.02
Government,United States of America,VTT,High,1579.0,7.0,11053.0,1215.83,9837.17,7895.0,1942.17,March,3,2014,2014-03-01,1.400848,AUD,13780.38,2720.68
Channel Partners,Mexico,VTT,High,1005.0,12.0,12060.0,1326.6,10733.4,3015.0,7718.4,September,9,2013,2013-09-01,1.400848,AUD,15035.86,10812.31
Midmarket,United States of America,Amarilla,High,3199.5,15.0,47992.5,5279.174999999999,42713.325,31995.0,10718.324999999999,July,7,2014,2014-07-01,1.400848,AUD,59834.88,15014.74
Channel Partners,Germany,Amarilla,High,472.0,12.0,5664.0,623.04,5040.96,1416.0,3624.96,October,10,2014,2014-10-01,1.400848,AUD,7061.62,5078.02
Channel Partners,Canada,Carretera,High,1937.0,12.0,23244.0,2556.84,20687.16,5811.0,14876.16,February,2,2014,2014-02-01,1.400848,AUD,28979.57,20839.24
Government,Germany,Carretera,High,792.0,350.0,277200.0,30492.0,246708.0,205920.0,40788.0,March,3,2014,2014-03-01,1.400848,AUD,345600.41,57137.79
Small Business,Germany,Carretera,High,2811.0,300.0,843300.0,92763.0,750537.0,702750.0,47787.0,July,7,2014,2014-07-01,1.400848,AUD,1051388.26,66942.32
Enterprise,France,Carretera,High,2441.0,125.0,305125.0,33563.75,271561.25,292920.0,-21358.75,October,10,2014,2014-10-01,1.400848,AUD,380416.03,-29920.36
Midmarket,Canada,Carretera,High,1560.0,15.0,23400.0,2574.0,20826.0,15600.0,5226.0,November,11,2013,2013-11-01,1.400848,AUD,29174.06,7320.83
Government,Mexico,Carretera,High,2706.0,7.0,18942.0,2083.62,16858.38,13530.0,3328.380000000001,November,11,2013,2013-11-01,1.400848,AUD,23616.03,4662.55
Government,Germany,Montana,High,766.0,350.0,268100.0,29491.0,238609.0,199160.0,39449.0,January,1,2014,2014-01-01,1.400848,AUD,334254.94,55262.05
Government,Germany,Montana,High,2992.0,20.0,59840.0,6582.4,53257.6,29920.0,23337.6,October,10,2013,2013-10-01,1.400848,AUD,74605.8,32692.43
Midmarket,Mexico,Montana,High,2157.0,15.0,32355.0,3559.05,28795.95,21570.0,7225.950000000001,December,12,2014,2014-12-01,1.400848,AUD,40338.75,10122.46
Small Business,Canada,Paseo,High,873.0,300.0,261900.0,28809.0,233091.0,218250.0,14841.0,January,1,2014,2014-01-01,1.400848,AUD,326525.06,20789.99
Government,Mexico,Paseo,High,1122.0,20.0,22440.0,2468.4,19971.6,11220.0,8751.599999999999,March,3,2014,2014-03-01,1.400848,AUD,27977.18,12259.66
Government,Canada,Paseo,High,2104.5,350.0,736575.0,81023.25,655551.75,547170.0,108381.75,July,7,2014,2014-07-01,1.400848,AUD,918328.36,151826.36
Channel Partners,Canada,Paseo,High,4026.0,12.0,48312.0,5314.32,42997.68,12078.0,30919.68,July,7,2014,2014-07-01,1.400848,AUD,60233.21,43313.77
Channel Partners,France,Paseo,High,2425.5,12.0,29106.0,3201.66,25904.340000000004,7276.5,18627.840000000004,July,7,2014,2014-07-01,1.400848,AUD,36288.04,26094.77
Government,Canada,Paseo,High,2394.0,20.0,47880.0,5266.8,42613.2,23940.0,18673.199999999997,August,8,2014,2014-08-01,1.400848,AUD,59694.62,26158.31
Midmarket,Mexico,Paseo,High,1984.0,15.0,29760.0,3273.6,26486.4,19840.0,6646.4000000000015,August,8,2014,2014-08-01,1.400848,AUD,37103.42,9310.6
Enterprise,France,Paseo,High,2441.0,125.0,305125.0,33563.75,271561.25,292920.0,-21358.75,October,10,2014,2014-10-01,1.400848,AUD,380416.03,-29920.36
Government,Germany,Paseo,High,2992.0,20.0,59840.0,6582.4,53257.6,29920.0,23337.6,October,10,2013,2013-10-01,1.400848,AUD,74605.8,32692.43
Small Business,Canada,Paseo,High,1366.0,300.0,409800.0,45078.0,364722.0,341500.0,23222.0,November,11,2014,2014-11-01,1.400848,AUD,510920.08,32530.49
Government,France,Velo,High,2805.0,20.0,56100.0,6171.0,49929.0,28050.0,21879.0,September,9,2013,2013-09-01,1.400848,AUD,69942.94,30649.15
Midmarket,Mexico,Velo,High,655.0,15.0,9825.0,1080.75,8744.25,6550.0,2194.25,September,9,2013,2013-09-01,1.400848,AUD,12249.37,3073.81
Government,Mexico,Velo,High,344.0,350.0,120400.0,13244.0,107156.0,89440.0,17716.0,October,10,2013,2013-10-01,1.400848,AUD,150109.27,24817.42
Government,Canada,Velo,High,1808.0,7.0,12656.0,1392.16,11263.84,9040.0,2223.84,November,11,2014,2014-11-01,1.400848,AUD,15778.93,3115.26
Channel Partners,France,VTT,High,1734.0,12.0,20808.0,2288.88,18519.12,5202.0,13317.119999999999,January,1,2014,2014-01-01,1.400848,AUD,25942.47,18655.26
Enterprise,Mexico,VTT,High,554.0,125.0,69250.0,7617.5,61632.5,66480.0,-4847.5,January,1,2014,2014-01-01,1.400848,AUD,86337.76,-6790.61
Government,Canada,VTT,High,2935.0,20.0,58700.0,6457.0,52243.0,29350.0,22893.0,November,11,2013,2013-11-01,1.400848,AUD,73184.5,32069.61
Enterprise,Germany,Amarilla,High,3165.0,125.0,395625.0,43518.75,352106.25,379800.0,-27693.75,January,1,2014,2014-01-01,1.400848,AUD,493247.34,-38794.73
Government,Mexico,Amarilla,High,2629.0,20.0,52580.0,5783.8,46796.2,26290.0,20506.199999999997,January,1,2014,2014-01-01,1.400848,AUD,65554.36,28726.07
Enterprise,France,Amarilla,High,1433.0,125.0,179125.0,19703.75,159421.25,171960.0,-12538.75,May,5,2014,2014-05-01,1.400848,AUD,223324.94,-17564.88
Enterprise,Mexico,Amarilla,High,947.0,125.0,118375.0,13021.25,105353.75,113640.0,-8286.25,September,9,2013,2013-09-01,1.400848,AUD,147584.59,-11607.78
Government,Mexico,Amarilla,High,344.0,350.0,120400.0,13244.0,107156.0,89440.0,17716.0,October,10,2013,2013-10-01,1.400848,AUD,150109.27,24817.42
Midmarket,Mexico,Amarilla,High,2157.0,15.0,32355.0,3559.05,28795.95,21570.0,7225.950000000001,December,12,2014,2014-12-01,1.400848,AUD,40338.75,10122.46
Government,United States of America,Paseo,High,380.0,7.0,2660.0,292.6,2367.4,1900.0,467.4000000000001,September,9,2013,2013-09-01,1.400848,AUD,3316.37,654.76
Government,Mexico,Carretera,High,886.0,350.0,310100.0,37212.0,272888.0,230360.0,42528.0,June,6,2014,2014-06-01,1.400848,AUD,382274.61,59575.26
Enterprise,Canada,Carretera,High,2416.0,125.0,302000.0,36240.0,265760.0,289920.0,-24160.0,September,9,2013,2013-09-01,1.400848,AUD,372289.36,-33844.49
Enterprise,Mexico,Carretera,High,2156.0,125.0,269500.0,32340.0,237160.0,258720.0,-21560.0,October,10,2014,2014-10-01,1.400848,AUD,332225.11,-30202.28
Midmarket,Canada,Carretera,High,2689.0,15.0,40335.0,4840.2,35494.8,26890.0,8604.800000000003,November,11,2014,2014-11-01,1.400848,AUD,49722.82,12054.02
Midmarket,United States of America,Montana,High,677.0,15.0,10155.0,1218.6,8936.4,6770.0,2166.3999999999996,March,3,2014,2014-03-01,1.400848,AUD,12518.54,3034.8
Small Business,France,Montana,High,1773.0,300.0,531900.0,63828.0,468072.0,443250.0,24822.0,April,4,2014,2014-04-01,1.400848,AUD,655697.73,34771.85
Government,Mexico,Montana,High,2420.0,7.0,16940.0,2032.8,14907.2,12100.0,2807.2000000000007,September,9,2014,2014-09-01,1.400848,AUD,20882.72,3932.46
Government,Canada,Montana,High,2734.0,7.0,19138.0,2296.56,16841.44,13670.0,3171.4399999999987,October,10,2014,2014-10-01,1.400848,AUD,23592.3,4442.71
Government,Mexico,Montana,High,1715.0,20.0,34300.0,4116.0,30184.0,17150.0,13034.0,October,10,2013,2013-10-01,1.400848,AUD,42283.2,18258.65
Small Business,France,Montana,High,1186.0,300.0,355800.0,42696.0,313104.0,296500.0,16604.0,December,12,2013,2013-12-01,1.400848,AUD,438611.11,23259.68
Small Business,United States of America,Paseo,High,3495.0,300.0,1048500.0,125820.0,922680.0,873750.0,48930.0,January,1,2014,2014-01-01,1.400848,AUD,1292534.43,68543.49
Government,Mexico,Paseo,High,886.0,350.0,310100.0,37212.0,272888.0,230360.0,42528.0,June,6,2014,2014-06-01,1.400848,AUD,382274.61,59575.26
Enterprise,Mexico,Paseo,High,2156.0,125.0,269500.0,32340.0,237160.0,258720.0,-21560.0,October,10,2014,2014-10-01,1.400848,AUD,332225.11,-30202.28
Government,Mexico,Paseo,High,905.0,20.0,18100.0,2172.0,15928.0,9050.0,6878.0,October,10,2014,2014-10-01,1.400848,AUD,22312.71,9635.03
Government,Mexico,Paseo,High,1715.0,20.0,34300.0,4116.0,30184.0,17150.0,13034.0,October,10,2013,2013-10-01,1.400848,AUD,42283.2,18258.65
Government,France,Paseo,High,1594.0,350.0,557900.0,66948.0,490952.0,414440.0,76512.0,November,11,2014,2014-11-01,1.400848,AUD,687749.13,107181.68
Small Business,Germany,Paseo,High,1359.0,300.0,407700.0,48924.0,358776.0,339750.0,19026.0,November,11,2014,2014-11-01,1.400848,AUD,502590.64,26652.53
Small Business,Mexico,Paseo,High,2150.0,300.0,645000.0,77400.0,567600.0,537500.0,30100.0,November,11,2014,2014-11-01,1.400848,AUD,795121.32,42165.52
Government,Mexico,Paseo,High,1197.0,350.0,418950.0,50274.0,368676.0,311220.0,57456.0,November,11,2014,2014-11-01,1.400848,AUD,516459.04,80487.12
Midmarket,Mexico,Paseo,High,380.0,15.0,5700.0,684.0,5016.0,3800.0,1216.0,December,12,2013,2013-12-01,1.400848,AUD,7026.65,1703.43
Government,Mexico,Paseo,High,1233.0,20.0,24660.0,2959.2,21700.8,12330.0,9370.8,December,12,2014,2014-12-01,1.400848,AUD,30399.52,13127.07
Government,Mexico,Velo,High,1395.0,350.0,488250.0,58590.0,429660.0,362700.0,66960.0,July,7,2014,2014-07-01,1.400848,AUD,601888.35,93800.78
Government,United States of America,Velo,High,986.0,350.0,345100.0,41412.0,303688.0,256360.0,47328.0,October,10,2014,2014-10-01,1.400848,AUD,425420.73,66299.33
Government,Mexico,Velo,High,905.0,20.0,18100.0,2172.0,15928.0,9050.0,6878.0,October,10,2014,2014-10-01,1.400848,AUD,22312.71,9635.03
Channel Partners,Canada,VTT,High,2109.0,12.0,25308.0,3036.96,22271.04,6327.0,15944.04,May,5,2014,2014-05-01,1.400848,AUD,31198.34,22335.18
Midmarket,France,VTT,High,3874.5,15.0,58117.5,6974.099999999999,51143.399999999994,38745.0,12398.399999999998,July,7,2014,2014-07-01,1.400848,AUD,71644.13,17368.27
Government,Canada,VTT,High,623.0,350.0,218050.0,26166.0,191884.0,161980.0,29904.0,September,9,2013,2013-09-01,1.400848,AUD,268800.32,41890.96
Government,United States of America,VTT,High,986.0,350.0,345100.0,41412.0,303688.0,256360.0,47328.0,October,10,2014,2014-10-01,1.400848,AUD,425420.73,66299.33
Enterprise,United States of America,VTT,High,2387.0,125.0,298375.0,35805.0,262570.0,286440.0,-23870.0,November,11,2014,2014-11-01,1.400848,AUD,367820.66,-33438.24
Government,Mexico,VTT,High,1233.0,20.0,24660.0,2959.2,21700.8,12330.0,9370.8,December,12,2014,2014-12-01,1.400848,AUD,30399.52,13127.07
Government,United States of America,Amarilla,High,270.0,350.0,94500.0,11340.0,83160.0,70200.0,12960.0,February,2,2014,2014-02-01,1.400848,AUD,116494.52,18154.99
Government,France,Amarilla,High,3421.5,7.0,23950.5,2874.06,21076.44,17107.5,3968.9399999999987,July,7,2014,2014-07-01,1.400848,AUD,29524.89,5559.88
Government,Canada,Amarilla,High,2734.0,7.0,19138.0,2296.56,16841.44,13670.0,3171.4399999999987,October,10,2014,2014-10-01,1.400848,AUD,23592.3,4442.71
Midmarket,United States of America,Amarilla,High,2548.0,15.0,38220.0,4586.4,33633.6,25480.0,8153.5999999999985,November,11,2013,2013-11-01,1.400848,AUD,47115.56,11421.95
Government,France,Carretera,High,2521.5,20.0,50430.0,6051.6,44378.399999999994,25215.0,19163.399999999998,January,1,2014,2014-01-01,1.400848,AUD,62167.39,26845.01
Channel Partners,Mexico,Montana,High,2661.0,12.0,31932.0,3831.84,28100.16,7983.0,20117.16,May,5,2014,2014-05-01,1.400848,AUD,39364.05,28181.08
Government,Germany,Paseo,High,1531.0,20.0,30620.0,3674.4,26945.6,15310.0,11635.599999999999,December,12,2014,2014-12-01,1.400848,AUD,37746.69,16299.71
Government,France,VTT,High,1491.0,7.0,10437.0,1252.44,9184.56,7455.0,1729.5599999999995,March,3,2014,2014-03-01,1.400848,AUD,12866.17,2422.85
Government,Germany,VTT,High,1531.0,20.0,30620.0,3674.4,26945.6,15310.0,11635.599999999999,December,12,2014,2014-12-01,1.400848,AUD,37746.69,16299.71
Channel Partners,Canada,Amarilla,High,2761.0,12.0,33132.0,3975.84,29156.16,8283.0,20873.16,September,9,2013,2013-09-01,1.400848,AUD,40843.35,29240.12
Midmarket,United States of America,Carretera,High,2567.0,15.0,38505.0,5005.65,33499.35,25670.0,7829.3499999999985,June,6,2014,2014-06-01,1.400848,AUD,46927.5,10967.73
Midmarket,United States of America,VTT,High,2567.0,15.0,38505.0,5005.65,33499.35,25670.0,7829.3499999999985,June,6,2014,2014-06-01,1.400848,AUD,46927.5,10967.73
Government,Canada,Carretera,High,923.0,350.0,323050.0,41996.5,281053.5,239980.0,41073.5,March,3,2014,2014-03-01,1.400848,AUD,393713.23,57537.73
Government,France,Carretera,High,1790.0,350.0,626500.0,81445.0,545055.0,465400.0,79655.0,March,3,2014,2014-03-01,1.400848,AUD,763539.21,111584.55
Government,Germany,Carretera,High,442.0,20.0,8840.0,1149.2,7690.8,4420.0,3270.8,September,9,2013,2013-09-01,1.400848,AUD,10773.64,4581.89
Government,United States of America,Montana,High,982.5,350.0,343875.0,44703.75,299171.25,255450.0,43721.25,January,1,2014,2014-01-01,1.400848,AUD,419093.45,61246.83
Government,United States of America,Montana,High,1298.0,7.0,9086.0,1181.18,7904.82,6490.0,1414.8199999999997,February,2,2014,2014-02-01,1.400848,AUD,11073.45,1981.95
Channel Partners,Mexico,Montana,High,604.0,12.0,7248.0,942.24,6305.76,1812.0,4493.76,June,6,2014,2014-06-01,1.400848,AUD,8833.41,6295.07
Government,Mexico,Montana,High,2255.0,20.0,45100.0,5863.0,39237.0,22550.0,16687.0,July,7,2014,2014-07-01,1.400848,AUD,54965.07,23375.95
Government,Canada,Montana,High,1249.0,20.0,24980.0,3247.4,21732.6,12490.0,9242.599999999999,October,10,2014,2014-10-01,1.400848,AUD,30444.07,12947.48
Government,United States of America,Paseo,High,1438.5,7.0,10069.5,1309.035,8760.465,7192.5,1567.9649999999992,January,1,2014,2014-01-01,1.400848,AUD,12272.08,2196.48
Small Business,Germany,Paseo,High,807.0,300.0,242100.0,31473.0,210627.0,201750.0,8877.0,January,1,2014,2014-01-01,1.400848,AUD,295056.41,12435.33
Government,United States of America,Paseo,High,2641.0,20.0,52820.0,6866.6,45953.4,26410.0,19543.4,February,2,2014,2014-02-01,1.400848,AUD,64373.73,27377.33
Government,Germany,Paseo,High,2708.0,20.0,54160.0,7040.8,47119.2,27080.0,20039.199999999997,February,2,2014,2014-02-01,1.400848,AUD,66006.84,28071.87
Government,Canada,Paseo,High,2632.0,350.0,921200.0,119756.0,801444.0,684320.0,117124.0,June,6,2014,2014-06-01,1.400848,AUD,1122701.22,164072.92
Enterprise,Canada,Paseo,High,1583.0,125.0,197875.0,25723.75,172151.25,189960.0,-17808.75,June,6,2014,2014-06-01,1.400848,AUD,241157.73,-24947.35
Channel Partners,Mexico,Paseo,High,571.0,12.0,6852.0,890.76,5961.24,1713.0,4248.24,July,7,2014,2014-07-01,1.400848,AUD,8350.79,5951.14
Government,France,Paseo,High,2696.0,7.0,18872.0,2453.36,16418.64,13480.0,2938.6399999999994,August,8,2014,2014-08-01,1.400848,AUD,23000.02,4116.59
Midmarket,Canada,Paseo,High,1565.0,15.0,23475.0,3051.75,20423.25,15650.0,4773.25,October,10,2014,2014-10-01,1.400848,AUD,28609.87,6686.6
Government,Canada,Paseo,High,1249.0,20.0,24980.0,3247.4,21732.6,12490.0,9242.599999999999,October,10,2014,2014-10-01,1.400848,AUD,30444.07,12947.48
Government,Germany,Paseo,High,357.0,350.0,124950.0,16243.5,108706.5,92820.0,15886.5,November,11,2014,2014-11-01,1.400848,AUD,152281.28,22254.57
Channel Partners,Germany,Paseo,High,1013.0,12.0,12156.0,1580.28,10575.72,3039.0,7536.719999999999,December,12,2014,2014-12-01,1.400848,AUD,14814.98,10557.8
Midmarket,France,Velo,High,3997.5,15.0,59962.5,7795.125,52167.375,39975.0,12192.375,January,1,2014,2014-01-01,1.400848,AUD,73078.56,17079.66
Government,Canada,Velo,High,2632.0,350.0,921200.0,119756.0,801444.0,684320.0,117124.0,June,6,2014,2014-06-01,1.400848,AUD,1122701.22,164072.92
Government,France,Velo,High,1190.0,7.0,8330.0,1082.9,7247.1,5950.0,1297.1000000000004,June,6,2014,2014-06-01,1.400848,AUD,10152.09,1817.04
Channel Partners,Mexico,Velo,High,604.0,12.0,7248.0,942.24,6305.76,1812.0,4493.76,June,6,2014,2014-06-01,1.400848,AUD,8833.41,6295.07
Midmarket,Germany,Velo,High,660.0,15.0,9900.0,1287.0,8613.0,6600.0,2013.0,September,9,2013,2013-09-01,1.400848,AUD,12065.5,2819.91
Channel Partners,Mexico,Velo,High,410.0,12.0,4920.0,639.6,4280.4,1230.0,3050.3999999999996,October,10,2014,2014-10-01,1.400848,AUD,5996.19,4273.15
Small Business,Mexico,Velo,High,2605.0,300.0,781500.0,101595.0,679905.0,651250.0,28655.0,November,11,2013,2013-11-01,1.400848,AUD,952443.56,40141.3
Channel Partners,Germany,Velo,High,1013.0,12.0,12156.0,1580.28,10575.72,3039.0,7536.719999999999,December,12,2014,2014-12-01,1.400848,AUD,14814.98,10557.8
Enterprise,Canada,VTT,High,1583.0,125.0,197875.0,25723.75,172151.25,189960.0,-17808.75,June,6,2014,2014-06-01,1.400848,AUD,241157.73,-24947.35
Midmarket,Canada,VTT,High,1565.0,15.0,23475.0,3051.75,20423.25,15650.0,4773.25,October,10,2014,2014-10-01,1.400848,AUD,28609.87,6686.6
Enterprise,Canada,Amarilla,High,1659.0,125.0,207375.0,26958.75,180416.25,199080.0,-18663.75,January,1,2014,2014-01-01,1.400848,AUD,252735.74,-26145.08
Government,France,Amarilla,High,1190.0,7.0,8330.0,1082.9,7247.1,5950.0,1297.1000000000004,June,6,2014,2014-06-01,1.400848,AUD,10152.09,1817.04
Channel Partners,Mexico,Amarilla,High,410.0,12.0,4920.0,639.6,4280.4,1230.0,3050.3999999999996,October,10,2014,2014-10-01,1.400848,AUD,5996.19,4273.15
Channel Partners,Germany,Amarilla,High,1770.0,12.0,21240.0,2761.2,18478.8,5310.0,13168.8,December,12,2013,2013-12-01,1.400848,AUD,25885.99,18447.49
Government,Mexico,Carretera,High,2579.0,20.0,51580.0,7221.2,44358.8,25790.0,18568.800000000003,April,4,2014,2014-04-01,1.400848,AUD,62139.94,26012.07
Government,United States of America,Carretera,High,1743.0,20.0,34860.0,4880.4,29979.6,17430.0,12549.599999999999,May,5,2014,2014-05-01,1.400848,AUD,41996.86,17580.08
Government,United States of America,Carretera,High,2996.0,7.0,20972.0,2936.08,18035.92,14980.0,3055.9199999999983,October,10,2013,2013-10-01,1.400848,AUD,25265.58,4280.88
Government,Germany,Carretera,High,280.0,7.0,1960.0,274.4,1685.6,1400.0,285.5999999999999,December,12,2014,2014-12-01,1.400848,AUD,2361.27,400.08
Government,France,Montana,High,293.0,7.0,2051.0,287.14,1763.8600000000001,1465.0,298.8600000000001,February,2,2014,2014-02-01,1.400848,AUD,2470.9,418.66
Government,United States of America,Montana,High,2996.0,7.0,20972.0,2936.08,18035.92,14980.0,3055.9199999999983,October,10,2013,2013-10-01,1.400848,AUD,25265.58,4280.88
Midmarket,Germany,Paseo,High,278.0,15.0,4170.0,583.8,3586.2,2780.0,806.1999999999998,February,2,2014,2014-02-01,1.400848,AUD,5023.72,1129.36
Government,Canada,Paseo,High,2428.0,20.0,48560.0,6798.4,41761.6,24280.0,17481.6,March,3,2014,2014-03-01,1.400848,AUD,58501.65,24489.06
Midmarket,United States of America,Paseo,High,1767.0,15.0,26505.0,3710.7,22794.3,17670.0,5124.299999999999,September,9,2014,2014-09-01,1.400848,AUD,31931.35,7178.37
Channel Partners,France,Paseo,High,1393.0,12.0,16716.0,2340.24,14375.76,4179.0,10196.76,October,10,2014,2014-10-01,1.400848,AUD,20138.25,14284.11
Government,Germany,VTT,High,280.0,7.0,1960.0,274.4,1685.6,1400.0,285.5999999999999,December,12,2014,2014-12-01,1.400848,AUD,2361.27,400.08
Channel Partners,France,Amarilla,High,1393.0,12.0,16716.0,2340.24,14375.76,4179.0,10196.76,October,10,2014,2014-10-01,1.400848,AUD,20138.25,14284.11
Channel Partners,United States of America,Amarilla,High,2015.0,12.0,24180.0,3385.2,20794.8,6045.0,14749.8,December,12,2013,2013-12-01,1.400848,AUD,29130.35,20662.23
Small Business,Mexico,Carretera,High,801.0,300.0,240300.0,33642.0,206658.0,200250.0,6408.0,July,7,2014,2014-07-01,1.400848,AUD,289496.45,8976.63
Enterprise,France,Carretera,High,1023.0,125.0,127875.0,17902.5,109972.5,122760.0,-12787.5,September,9,2013,2013-09-01,1.400848,AUD,154054.76,-17913.34
Small Business,Canada,Carretera,High,1496.0,300.0,448800.0,62832.0,385968.0,374000.0,11968.0,October,10,2014,2014-10-01,1.400848,AUD,540682.5,16765.35
Small Business,United States of America,Carretera,High,1010.0,300.0,303000.0,42420.0,260580.0,252500.0,8080.0,October,10,2014,2014-10-01,1.400848,AUD,365032.97,11318.85
Midmarket,Germany,Carretera,High,1513.0,15.0,22695.0,3177.3,19517.7,15130.0,4387.700000000001,November,11,2014,2014-11-01,1.400848,AUD,27341.33,6146.5
Midmarket,Canada,Carretera,High,2300.0,15.0,34500.0,4830.0,29670.0,23000.0,6670.0,December,12,2014,2014-12-01,1.400848,AUD,41563.16,9343.66
Enterprise,Mexico,Carretera,High,2821.0,125.0,352625.0,49367.5,303257.5,338520.0,-35262.5,December,12,2013,2013-12-01,1.400848,AUD,424817.66,-49397.4
Government,Canada,Montana,High,2227.5,350.0,779625.0,109147.5,670477.5,579150.0,91327.5,January,1,2014,2014-01-01,1.400848,AUD,939237.06,127935.95
Government,Germany,Montana,High,1199.0,350.0,419650.0,58751.0,360899.0,311740.0,49159.0,April,4,2014,2014-04-01,1.400848,AUD,505564.64,68864.29
Government,Canada,Montana,High,200.0,350.0,70000.0,9800.0,60200.0,52000.0,8200.0,May,5,2014,2014-05-01,1.400848,AUD,84331.05,11486.95
Government,Canada,Montana,High,388.0,7.0,2716.0,380.24,2335.76,1940.0,395.7600000000002,September,9,2014,2014-09-01,1.400848,AUD,3272.04,554.4
Government,Mexico,Montana,High,1727.0,7.0,12089.0,1692.46,10396.54,8635.0,1761.5400000000009,October,10,2013,2013-10-01,1.400848,AUD,14563.97,2467.65
Midmarket,Canada,Montana,High,2300.0,15.0,34500.0,4830.0,29670.0,23000.0,6670.0,December,12,2014,2014-12-01,1.400848,AUD,41563.16,9343.66
